#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.922            210          
GPU 0     0                 0                 0                 17.926            210          
GPU 0     0                 0                 0                 17.926            210          
GPU 0     0                 0                 0                 17.926            210          
GPU 0     0                 0                 0                 17.926            210          
GPU 0     0                 0                 0                 17.926            210          
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.876            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.926            1395         
GPU 0     0                 0                 0                 17.926            1395         
GPU 0     0                 0                 0                 17.926            1395         
GPU 0     0                 0                 0                 17.926            1395         
GPU 0     0                 0                 0                 21.143            1395         
GPU 0     0                 0                 0                 21.143            1395         
GPU 0     0                 0                 0                 21.143            1395         
GPU 0     0                 0                 0                 21.143            1395         
GPU 0     0                 0                 0                 21.143            1395         
GPU 0     0                 0                 0                 21.144            285          
GPU 0     0                 0                 0                 21.144            255          
GPU 0     0                 0                 0                 21.144            240          
GPU 0     0                 0                 0                 21.144            210          
GPU 0     0                 0                 0                 17.876            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.876            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.827            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.823            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.823            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.777            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.720            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
GPU 0     0                 0                 0                 17.773            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.773            1380         
GPU 0     0                 0                 0                 17.773            1380         
GPU 0     0                 0                 0                 17.773            1380         
GPU 0     0                 0                 0                 17.773            1380         
GPU 0     0                 0                 0                 20.802            1380         
GPU 0     0                 0                 0                 20.802            1380         
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 20.802            1380         
GPU 0     0                 0                 0                 20.802            1380         
GPU 0     0                 0                 0                 20.802            1380         
GPU 0     0                 0                 0                 20.798            285          
GPU 0     0                 0                 0                 20.798            255          
GPU 0     0                 0                 0                 20.798            240          
GPU 0     0                 0                 0                 20.798            210          
GPU 0     0                 0                 0                 20.798            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.769            210          
GPU 0     0                 0                 0                 17.723            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.720            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.720            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.723            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.726            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.727            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.628            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.623            210          
GPU 0     0                 0                 0                 17.623            210          
GPU 0     0                 0                 0                 17.623            210          
GPU 0     0                 0                 0                 17.623            210          
GPU 0     0                 0                 0                 17.623            210          
GPU 0     0                 0                 0                 17.620            210          
GPU 0     0                 0                 0                 17.620            210          
GPU 0     0                 0                 0                 17.620            210          
GPU 0     0                 0                 0                 17.620            210          
GPU 0     0                 0                 0                 17.620            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.670            1380         
GPU 0     0                 0                 0                 17.670            1380         
GPU 0     0                 0                 0                 17.670            1380         
GPU 0     0                 0                 0                 17.670            1380         
GPU 0     0                 0                 0                 20.743            1380         
GPU 0     0                 0                 0                 20.743            1380         
GPU 0     0                 0                 0                 20.743            1380         
GPU 0     0                 0                 0                 20.743            1380         
GPU 0     0                 0                 0                 20.743            1380         
GPU 0     0                 0                 0                 20.747            285          
GPU 0     0                 0                 0                 20.747            240          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 20.747            210          
GPU 0     0                 0                 0                 20.747            210          
GPU 0     0                 0                 0                 20.747            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.673            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.628            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
ID                                                               W                             
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.624            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
GPU 0     0                 0                 0                 17.628            210          
#Entity   GPUTL             MCUTL             FBUSD             POWER             SMCLK        
